,No,Degree,Collective Influence,Betweenness,Closeness,Capo,Vicario + Contabile
39,39,0.47482014388489213,0.47482014388489213,0.17266187050359716,0.19424460431654678,0.2158273381294964,0.17266187050359716
40,40,0.47482014388489213,0.47482014388489213,0.16546762589928055,0.19424460431654678,0.2086330935251799,0.16546762589928055
41,41,0.4676258992805755,0.4676258992805755,0.15827338129496404,0.19424460431654678,0.20143884892086328,0.16546762589928055
42,42,0.460431654676259,0.38129496402877694,0.15107913669064743,0.18705035971223016,0.19424460431654678,0.16546762589928055
43,43,0.460431654676259,0.37410071942446044,0.1007194244604317,0.18705035971223016,0.19424460431654678,0.16546762589928055
44,44,0.4532374100719424,0.36690647482014394,0.1007194244604317,0.17985611510791366,0.18705035971223016,0.16546762589928055
45,45,0.4460431654676259,0.36690647482014394,0.1007194244604317,0.17985611510791366,0.15107913669064743,0.15107913669064743
46,46,0.4388489208633094,0.3597122302158273,0.09352517985611508,0.16546762589928055,0.15107913669064743,0.15107913669064743
47,47,0.3525179856115108,0.3597122302158273,0.08633093525179858,0.12230215827338131,0.15107913669064743,0.15107913669064743
48,48,0.3525179856115108,0.3237410071942446,0.08633093525179858,0.12230215827338131,0.14388489208633093,0.15107913669064743
49,49,0.3165467625899281,0.3165467625899281,0.08633093525179858,0.12230215827338131,0.13669064748201443,0.07913669064748197
50,50,0.3093525179856115,0.3093525179856115,0.08633093525179858,0.12230215827338131,0.09352517985611508,0.07913669064748197
51,51,0.3093525179856115,0.3093525179856115,0.07913669064748197,0.12230215827338131,0.08633093525179858,0.07913669064748197
52,52,0.302158273381295,0.302158273381295,0.07194244604316546,0.1151079136690647,0.08633093525179858,0.07913669064748197
53,53,0.302158273381295,0.18705035971223016,0.07194244604316546,0.1151079136690647,0.07913669064748197,0.06474820143884896
54,54,0.29496402877697847,0.18705035971223016,0.07194244604316546,0.1151079136690647,0.07913669064748197,0.06474820143884896
55,55,0.28776978417266186,0.17985611510791366,0.07194244604316546,0.1079136690647482,0.07913669064748197,0.06474820143884896
56,56,0.28057553956834536,0.15107913669064743,0.06474820143884896,0.1079136690647482,0.07913669064748197,0.06474820143884896
57,57,0.17985611510791366,0.15107913669064743,0.06474820143884896,0.1079136690647482,0.06474820143884896,0.06474820143884896
58,58,0.15827338129496404,0.15107913669064743,0.06474820143884896,0.06474820143884896,0.06474820143884896,0.06474820143884896
59,59,0.1294964028776978,0.15107913669064743,0.06474820143884896,0.06474820143884896,0.06474820143884896,0.06474820143884896
60,60,0.1294964028776978,0.15107913669064743,0.06474820143884896,0.06474820143884896,0.06474820143884896,0.06474820143884896
61,61,0.1294964028776978,0.1294964028776978,0.06474820143884896,0.06474820143884896,0.06474820143884896,0.06474820143884896
62,62,0.1294964028776978,0.1294964028776978,0.06474820143884896,0.06474820143884896,0.06474820143884896,0.06474820143884896
63,63,0.1079136690647482,0.1294964028776978,0.05755395683453235,0.05755395683453235,0.05755395683453235,0.05755395683453235
64,64,0.1079136690647482,0.1294964028776978,0.05755395683453235,0.05035971223021585,0.05035971223021585,0.05035971223021585
65,65,0.1079136690647482,0.1294964028776978,0.05755395683453235,0.05035971223021585,0.05035971223021585,0.05035971223021585
66,66,0.1079136690647482,0.1079136690647482,0.05755395683453235,0.05035971223021585,0.05035971223021585,0.043165467625899234
67,67,0.1079136690647482,0.06474820143884896,0.05755395683453235,0.05035971223021585,0.05035971223021585,0.043165467625899234
68,68,0.06474820143884896,0.06474820143884896,0.05755395683453235,0.05035971223021585,0.05035971223021585,0.043165467625899234
69,69,0.06474820143884896,0.06474820143884896,0.05755395683453235,0.05035971223021585,0.043165467625899234,0.043165467625899234
70,70,0.06474820143884896,0.06474820143884896,0.05755395683453235,0.05035971223021585,0.043165467625899234,0.043165467625899234
71,71,0.03597122302158273,0.06474820143884896,0.05755395683453235,0.05035971223021585,0.03597122302158273,0.03597122302158273
72,72,0.03597122302158273,0.06474820143884896,0.05755395683453235,0.05035971223021585,0.03597122302158273,0.03597122302158273
73,73,0.03597122302158273,0.06474820143884896,0.05755395683453235,0.05035971223021585,0.03597122302158273,0.03597122302158273
74,74,0.03597122302158273,0.03597122302158273,0.05755395683453235,0.05035971223021585,0.03597122302158273,0.03597122302158273
75,75,0.03597122302158273,0.03597122302158273,0.05755395683453235,0.05035971223021585,0.03597122302158273,0.03597122302158273
76,76,0.03597122302158273,0.02877697841726623,0.05755395683453235,0.05035971223021585,0.03597122302158273,0.03597122302158273
77,77,0.02877697841726623,0.02877697841726623,0.05755395683453235,0.05035971223021585,0.03597122302158273,0.03597122302158273
78,78,0.02877697841726623,0.02877697841726623,0.05035971223021585,0.05035971223021585,0.03597122302158273,0.03597122302158273
79,79,0.02877697841726623,0.02877697841726623,0.05035971223021585,0.05035971223021585,0.03597122302158273,0.03597122302158273
80,80,0.02877697841726623,0.02877697841726623,0.05035971223021585,0.05035971223021585,0.03597122302158273,0.03597122302158273
81,81,0.02877697841726623,0.02877697841726623,0.05035971223021585,0.05035971223021585,0.03597122302158273,0.03597122302158273
82,82,0.02877697841726623,0.02877697841726623,0.05035971223021585,0.05035971223021585,0.03597122302158273,0.03597122302158273
83,83,0.02877697841726623,0.02877697841726623,0.05035971223021585,0.05035971223021585,0.03597122302158273,0.03597122302158273
84,84,0.02877697841726623,0.02877697841726623,0.05035971223021585,0.05035971223021585,0.03597122302158273,0.03597122302158273
85,85,0.02877697841726623,0.02877697841726623,0.05035971223021585,0.05035971223021585,0.03597122302158273,0.03597122302158273
86,86,0.02877697841726623,0.02877697841726623,0.05035971223021585,0.05035971223021585,0.03597122302158273,0.02877697841726623
87,87,0.021582733812949617,0.021582733812949617,0.05035971223021585,0.05035971223021585,0.02877697841726623,0.02877697841726623
88,88,0.021582733812949617,0.021582733812949617,0.05035971223021585,0.05035971223021585,0.02877697841726623,0.02877697841726623
89,89,0.021582733812949617,0.021582733812949617,0.05035971223021585,0.05035971223021585,0.02877697841726623,0.02877697841726623
90,90,0.021582733812949617,0.021582733812949617,0.05035971223021585,0.05035971223021585,0.02877697841726623,0.02877697841726623
91,91,0.021582733812949617,0.021582733812949617,0.05035971223021585,0.05035971223021585,0.02877697841726623,0.02877697841726623
92,92,0.021582733812949617,0.021582733812949617,0.05035971223021585,0.05035971223021585,0.02877697841726623,0.02877697841726623
93,93,0.021582733812949617,0.021582733812949617,0.05035971223021585,0.05035971223021585,0.02877697841726623,0.02877697841726623
94,94,0.021582733812949617,0.021582733812949617,0.05035971223021585,0.05035971223021585,0.02877697841726623,0.02877697841726623
95,95,0.021582733812949617,0.021582733812949617,0.05035971223021585,0.05035971223021585,0.02877697841726623,0.02877697841726623
96,96,0.021582733812949617,0.021582733812949617,0.05035971223021585,0.05035971223021585,0.02877697841726623,0.02877697841726623
97,97,0.021582733812949617,0.021582733812949617,0.05035971223021585,0.02877697841726623,0.02877697841726623,0.02877697841726623
98,98,0.021582733812949617,0.021582733812949617,0.05035971223021585,0.02877697841726623,0.02877697841726623,0.02877697841726623
99,99,0.021582733812949617,0.021582733812949617,0.05035971223021585,0.02877697841726623,0.02877697841726623,0.021582733812949617
100,100,0.014388489208633115,0.021582733812949617,0.05035971223021585,0.02877697841726623,0.021582733812949617,0.021582733812949617
101,101,0.014388489208633115,0.021582733812949617,0.043165467625899234,0.021582733812949617,0.021582733812949617,0.021582733812949617
102,102,0.014388489208633115,0.021582733812949617,0.03597122302158273,0.021582733812949617,0.021582733812949617,0.021582733812949617
103,103,0.014388489208633115,0.021582733812949617,0.03597122302158273,0.021582733812949617,0.021582733812949617,0.021582733812949617
104,104,0.014388489208633115,0.021582733812949617,0.03597122302158273,0.021582733812949617,0.021582733812949617,0.021582733812949617
105,105,0.014388489208633115,0.014388489208633115,0.03597122302158273,0.021582733812949617,0.021582733812949617,0.021582733812949617
106,106,0.014388489208633115,0.014388489208633115,0.03597122302158273,0.021582733812949617,0.021582733812949617,0.021582733812949617
107,107,0.014388489208633115,0.014388489208633115,0.03597122302158273,0.021582733812949617,0.021582733812949617,0.021582733812949617
108,108,0.014388489208633115,0.014388489208633115,0.03597122302158273,0.021582733812949617,0.021582733812949617,0.021582733812949617
109,109,0.014388489208633115,0.014388489208633115,0.03597122302158273,0.021582733812949617,0.021582733812949617,0.021582733812949617
110,110,0.014388489208633115,0.014388489208633115,0.02877697841726623,0.021582733812949617,0.021582733812949617,0.021582733812949617
111,111,0.014388489208633115,0.014388489208633115,0.021582733812949617,0.021582733812949617,0.021582733812949617,0.021582733812949617
112,112,0.014388489208633115,0.014388489208633115,0.021582733812949617,0.021582733812949617,0.021582733812949617,0.021582733812949617
113,113,0.014388489208633115,0.014388489208633115,0.021582733812949617,0.021582733812949617,0.021582733812949617,0.021582733812949617
114,114,0.014388489208633115,0.014388489208633115,0.021582733812949617,0.021582733812949617,0.021582733812949617,0.021582733812949617
115,115,0.014388489208633115,0.014388489208633115,0.021582733812949617,0.021582733812949617,0.021582733812949617,0.014388489208633115
116,116,0.014388489208633115,0.014388489208633115,0.021582733812949617,0.014388489208633115,0.014388489208633115,0.014388489208633115
117,117,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.014388489208633115,0.014388489208633115,0.014388489208633115
118,118,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.014388489208633115,0.014388489208633115,0.007194244604316502
119,119,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
120,120,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
121,121,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
122,122,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
123,123,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
124,124,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
125,125,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
126,126,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
127,127,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
128,128,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
129,129,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
130,130,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
131,131,0.007194244604316502,0.014388489208633115,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
132,132,0.007194244604316502,0.007194244604316502,0.021582733812949617,0.007194244604316502,0.007194244604316502,0.007194244604316502
133,133,0.007194244604316502,0.007194244604316502,0.014388489208633115,0.007194244604316502,0.007194244604316502,0.007194244604316502
